feature,ranking
txach_d_over_mktcap,19
txbco_over_dltt,2
txbco_over_sale,19
txbco_over_mktcap_d,19
txbco_d_over_invt,19
txbco_d_over_dltt,19
txc_over_invt,2
txc_over_invt_d,19
txc_over_lt_d,19
txc_over_dltt,3
txc_over_dltt_d,20
txc_over_seq_d,20
txc_over_emp,20
txc_over_mktcap_d,20
txc_d_over_mktcap,20
txc_pd_minus_pd_invt,20
txc_pd_minus_pd_lct,19
txc_pd_minus_pd_dltt,19
txc_pd_minus_pd_seq,19
txc_pd_minus_pd_mktcap,19
txdb_over_invt,19
txdb_over_ppent_d,19
txdb_over_dltt_d,19
txdb_over_mktcap_d,6
txdb_pd_minus_pd_seq,19
txdba_over_invt_d,19
txdba_over_lct_d,19
txdba_over_dltt,19
txdba_over_dltt_d,19
txdba_over_seq_d,19
txdba_over_cogs_d,19
txdba_over_xsga,19
txdba_over_mktcap_d,19
txdba_d_over_mktcap,19
txdbca,14
txdbca_over_act_d,14
txdbca_over_invt,3
txdbca_over_invt_d,14
txdbca_over_ppent_d,17
txdbca_over_lt_d,17
txdbca_over_lct_d,22
txdbca_over_dltt,22
txdbca_over_dltt_d,22
txdbca_over_icapt_d,22
txdbca_over_cogs_d,22
txdbca_over_xsga,22
txdbca_over_xsga_d,22
txdbca_over_emp,22
txdbca_over_mktcap,22
txdbca_over_mktcap_d,22
txdbca_d_over_act,22
txdbcl_over_invt,22
txdbcl_over_dltt,3
txdbcl_over_dltt_d,22
txdbcl_over_sale_d,22
txdbcl_over_xsga,22
txdbcl_over_mktcap,22
txdbcl_over_mktcap_d,22
txdbcl_d_over_dltt,22
txdc_over_invt_d,22
txdc_over_lct_d,22
txdc_over_dltt,22
txdc_over_dltt_d,7
txdc_over_mktcap,22
txdc_d_over_dltt,22
txdfed_over_act_d,22
txdfed_over_dltt,22
txdfed_over_dltt_d,22
txdfed_d_over_invt,22
txdfed_d_over_dltt,22
txdfo_over_dltt,5
txdfo_over_seq_d,6
txdfo_d_over_dltt,22
txdi_over_lct_d,3
txdi_over_dltt_d,22
txdi_over_emp,6
txdi_d_over_invt,22
txdi_d_over_dltt,22
txditc_over_act_d,22
txditc_over_invt_d,23
txditc_over_lct_d,23
txditc_over_dltt,23
txditc_over_cogs_d,23
txditc_over_cogs_pd,23
txditc_over_xsga_d,23
txditc_over_emp_d,23
txditc_over_mktcap_pd,5
txditc_d_over_sale,5
txditc_pd_minus_pd_act,23
txds_over_invt_d,23
txds_over_dltt,23
txds_over_dltt_d,23
txds_d_over_dltt,23
txfed_over_dltt,23
txfed_over_xsga_d,23
txfed_over_emp_d,23
txfed_d_over_invt,23
txfed_d_over_dltt,23
txfed_pd_minus_pd_at,23
txfo_over_at_d,23
txfo_over_invt_d,23
txfo_over_lct_d,2
txfo_over_dltt,23
txfo_over_dltt_d,23
txfo_over_mktcap,23
txfo_over_mktcap_d,23
txfo_d_over_dltt,23
txfo_d_over_emp,23
txndb_over_act,4
txndb_over_act_d,23
txndb_over_invt_d,23
txndb_over_lt_d,23
txndb_over_lct_d,23
txndb_over_dltt,23
txndb_over_dltt_d,23
txndb_over_seq_d,23
txndb_over_cogs_d,23
txndb_over_xsga_d,23
txndb_over_mktcap_d,24
txndb_d_over_dltt,24
txndb_d_over_mktcap,7
txndba,24
txndba_over_at_d,24
txndba_over_act_pd,24
txndba_over_invt_d,24
txndba_over_ppent,24
txndba_over_ppent_pd,6
txndba_over_lt_pd,24
txndba_over_dltt,24
txndba_over_dltt_d,24
txndba_over_seq_pd,24
txndba_over_emp_pd,24
txndba_over_mktcap,6
txndba_over_mktcap_d,24
txndba_d_over_invt,24
txndba_d_over_dltt,24
txndba_d_over_mktcap,3
txndba_pd_minus_pd_lct,24
txndba_pd_minus_pd_cogs,24
txndba_pd_minus_pd_xsga,24
txndba_pd_minus_pd_mktcap,24
txndbl,24
txndbl_pd,24
txndbl_over_invt,25
txndbl_over_invt_d,25
txndbl_over_invt_pd,25
txndbl_over_ppent,25
txndbl_over_ppent_pd,25
txndbl_over_lt_pd,25
txndbl_over_lct_pd,25
txndbl_over_dltt,6
txndbl_over_dltt_pd,25
txndbl_over_ceq_pd,25
txndbl_over_icapt_pd,25
txndbl_over_sale_d,25
txndbl_over_cogs_pd,25
txndbl_over_xsga,25
txndbl_over_xsga_pd,25
txndbl_over_emp,2
txndbl_over_emp_d,25
txndbl_over_mktcap,24
txndbl_over_mktcap_d,24
txndbl_d_over_invt,24
txndbl_d_over_dltt,25
txndbl_pd_minus_pd_act,25
txndbl_pd_minus_pd_mktcap,24
txndbr_over_act_d,24
txndbr_over_invt,24
txndbr_over_lct_d,24
txndbr_over_icapt_d,23
txndbr_over_xsga_d,2
txndbr_over_mktcap_d,24
txndbr_d_over_dltt,24
txndbr_d_over_xsga,2
txo_over_dltt_d,24
txo_over_seq,6
txo_d_over_invt,24
txp_over_act,24
txp_over_invt,24
txp_over_invt_d,24
txp_over_dltt,23
txp_over_dltt_d,22
txp_over_seq_d,22
txp_over_mktcap_d,7
txp_d_over_xsga,22
txpd_over_invt,5
txpd_over_invt_d,17
txpd_over_ppent,7
txpd_over_dltt,17
txpd_over_dltt_d,20
txpd_over_ceq_d,4
txpd_over_cogs,20
txpd_over_xsga,20
txpd_over_xsga_d,20
txpd_over_emp_d,20
txpd_over_mktcap_d,6
txpd_d_over_ppent,20
txpd_d_over_dltt,20
txpd_pd_minus_pd_invt,20
txpd_pd_minus_pd_dltt,20
txpd_pd_minus_pd_icapt,20
txpd_pd_minus_pd_mktcap,20
txr_over_invt,20
txr_over_invt_d,20
txr_over_lt_d,6
txr_over_dltt,6
txr_over_seq,20
txr_over_mktcap_d,20
txr_d_over_dltt,4
txs_over_invt,20
txs_over_invt_d,20
txs_over_lt_d,20
txs_over_dltt,20
txs_over_dltt_d,20
txs_over_mktcap,20
txs_d_over_dltt,17
txs_d_over_mktcap,17
txs_pd_minus_pd_lct,6
txs_pd_minus_pd_dltt,17
txs_pd_minus_pd_ceq,3
txs_pd_minus_pd_mktcap,17
txt,17
txt_over_invt,3
txt_over_invt_d,17
txt_over_dltt,17
txt_over_dltt_d,17
txt_over_dltt_pd,20
txt_over_seq_d,6
txt_over_xsga,17
txt_over_emp,17
txt_over_mktcap,17
txt_over_mktcap_pd,17
txt_d_over_invt,17
txt_d_over_dltt,17
txt_d_over_mktcap,17
txt_pd_minus_pd_invt,17
txt_pd_minus_pd_seq,17
txt_pd_minus_pd_xsga,4
txw_over_act_d,17
txw_over_invt,17
txw_over_invt_d,17
txw_over_lt_d,17
txw_over_lct_d,17
txw_over_dltt,17
txw_over_dltt_d,17
txw_over_icapt_d,17
txw_over_sale_d,17
txw_over_cogs_d,2
txw_over_xsga,17
txw_over_xsga_d,17
txw_over_emp_d,17
txw_over_mktcap,17
txw_over_mktcap_d,17
wcap_over_invt,17
wcap_over_invt_d,2
wcap_over_invt_pd,4
wcap_over_ppent,17
wcap_over_ppent_d,17
wcap_over_dltt,17
wcap_over_dltt_d,17
wcap_over_dltt_pd,17
wcap_over_ceq,4
wcap_over_sale,17
wcap_over_sale_d,5
wcap_over_cogs_d,14
wcap_over_xsga,14
wcap_over_xsga_d,14
wcap_over_mktcap,14
wcap_over_mktcap_pd,14
wcap_d_over_act,14
wcap_d_over_invt,14
wcap_d_over_dltt,14
wcap_pd_minus_pd_ppent,14
wcap_pd_minus_pd_lt,14
wcap_pd_minus_pd_cogs,14
wcap_pd_minus_pd_emp,6
xacc_over_act,14
xacc_over_invt,14
xacc_over_invt_d,14
xacc_over_ppent,10
xacc_over_lt,14
xacc_over_lct_d,14
xacc_over_dltt_pd,14
xacc_over_ceq_d,6
xacc_over_icapt_pd,14
xacc_over_sale,14
xacc_over_cogs,14
xacc_over_xsga,14
xacc_over_emp,8
xacc_d_over_invt,10
xacc_d_over_dltt,3
xacc_d_over_mktcap,10
xacc_pd_minus_pd_act,12
xacc_pd_minus_pd_ppent,7
xacc_pd_minus_pd_lt,4
xacc_pd_minus_pd_sale,12
xacc_pd_minus_pd_xsga,12
xacc_pd_minus_pd_emp,12
xi_over_xsga,12
xi_over_mktcap,12
xido_over_invt,12
xido_over_icapt_d,12
xido_over_xsga,12
xidoc_over_cogs,10
xidoc_d_over_invt,12
xint,10
xint_over_act_d,12
xint_over_invt_d,10
xint_over_ppent,2
xint_over_lct_d,10
xint_over_dltt,10
xint_over_dltt_pd,11
xint_over_ceq_d,11
xint_over_sale_d,11
xint_over_xsga,11
xint_over_xsga_d,3
xint_over_emp,11
xint_over_emp_d,2
xint_over_mktcap_d,6
xint_d_over_invt,10
xint_d_over_dltt,10
xint_d_over_mktcap,6
xint_pd_minus_pd_act,10
xint_pd_minus_pd_ppent,10
xint_pd_minus_pd_lt,10
xint_pd_minus_pd_lct,10
xint_pd_minus_pd_icapt,12
xint_pd_minus_pd_sale,12
xint_pd_minus_pd_xsga,12
xint_pd_minus_pd_emp,10
xopr_over_invt,5
xopr_over_ppent,10
xopr_over_lt_pd,10
xopr_over_lct,10
xopr_over_lct_pd,12
xopr_over_dltt_pd,12
xopr_over_sale_d,4
xopr_over_cogs,10
xopr_over_emp,10
xopr_over_emp_d,10
xopr_d_over_invt,4
xopr_d_over_ppent,10
xopr_d_over_lct,10
xopr_d_over_dltt,10
xopr_d_over_seq,10
xopr_d_over_xsga,3
xopr_d_over_emp,10
xopr_pd_minus_pd_at,10
xopr_pd_minus_pd_act,10
xopr_pd_minus_pd_ppent,10
xopr_pd_minus_pd_seq,10
xopr_pd_minus_pd_cogs,6
xpr,7
xpr_pd,10
xpr_over_act_d,9
xpr_over_invt,4
xpr_over_ppent,7
xpr_over_ppent_pd,5
xpr_over_lct_d,9
xpr_over_dltt,9
xpr_over_dltt_d,9
xpr_over_icapt_d,8
xpr_over_cogs,9
xpr_over_cogs_pd,6
xpr_over_xsga,9
xpr_over_emp,9
xpr_over_emp_d,9
xpr_d_over_invt,6
xpr_d_over_ppent,9
xpr_d_over_dltt,9
xpr_d_over_xsga,9
xpr_pd_minus_pd_at,5
xpr_pd_minus_pd_invt,8
xpr_pd_minus_pd_lt,8
xpr_pd_minus_pd_dltt,5
xpr_pd_minus_pd_seq,8
xpr_pd_minus_pd_xsga,8
xrd,8
xrd_over_ppent_d,8
xrd_over_lct_d,8
xrd_over_ceq_d,5
xrd_over_icapt_pd,5
xrd_over_sale,8
xrd_over_sale_d,8
xrd_over_cogs_d,8
xrd_over_xsga,8
xrd_over_xsga_d,8
xrd_d_over_xsga,7
xrd_pd_minus_pd_act,7
xrent,5
xrent_over_at_d,4
xrent_over_act,6
xrent_over_invt_d,7
xrent_over_lct,6
xrent_over_lct_pd,7
xrent_over_dltt_pd,3
xrent_over_ceq,8
xrent_over_seq_d,8
xrent_over_icapt_d,3
xrent_over_sale,6
xrent_over_sale_d,7
xrent_over_cogs_d,7
xrent_over_mktcap,7
xrent_over_mktcap_d,7
xrent_d_over_invt,7
xrent_d_over_dltt,7
xrent_d_over_sale,2
xrent_pd_minus_pd_act,5
xrent_pd_minus_pd_ppent,23
xrent_pd_minus_pd_lt,24
xrent_pd_minus_pd_xsga,24
xrent_pd_minus_pd_emp,25
